initial_state_id,path
186,r0.d2.-d1.f1.d0.-r2.-r2.-f0.f2.d2.f2.d2.-r0.d1.f0.d1.r2.-r1.d0.r2.r2.r1
187,d1.-d0.-r2.-d0.-r0.-f0.f2.-r1.-d0.r0.d0.f0.-d1.d0.-r1.-d0.f2.r2.-f2.-r2.-d0.r2.f1
188,r2.-f2.-d1.r2.f1.d0.-f1.r2.d0.r0.f2.-r1.d0.d2.-r0.-f2.-d2.f0.d0.d2.f1.f1
189,d0.-f2.d1.-r1.f0.f0.-r1.r0.-f2.-r2.f2.-r2.f0.-d1.-r1.-d2.-f0.-r2.-d2.f1.f2
190,f1.-d1.r0.f0.r2.f0.d1.-d2.f0.-d2.-r2.-f0.-d0.-d0.-r1.-f0.d1.r1.-f0.r2.-f0.r0
191,-d0.-r0.-d2.f0.-d0.-f0.d0.r2.-d2.d1.r1.d1.-r2.-d0.r2.r2.-d2.r1.d2.r1.-f2.-f0.-d1
192,r1.f1.-d1.f2.r0.f1.r0.-d0.r2.r2.d1.f0.r2.-d2.-r0.-f1.r0.-f2.r2.r0.d2.f1
193,f0.-d1.r0.-d2.-f0.r2.-f2.-d0.r2.d1.f2.-f1.-d2.r0.-d0.f2.d1.-r0.d2.f2.-r1.-f2.-r2
194,-d2.-r2.-f0.r2.-r1.-f0.r2.-d0.-r0.-d2.f0.-d2.r1.r0.f0.d1.d0.-f0.-r2.-f0.d2.f1.-f2.-d1
195,-f1.-d0.-r0.-d1.-f2.r1.-d0.-f2.-d1.r0.-d1.-r2.-d2.-d2.-f1.d2.-r0.-f1.-d0.-d0.f1.-r0.d2
196,-f1.-d2.r1.-f0.-f0.-d1.f1.-r2.-f0.d1.f1.d1.r2.-f2.-d2.d0.r1.-d0.-f1.-d2.f1.-d1
197,-r0.d2.f1.f2.-r2.-d0.f1.f1.r2.f0.r1.d1.-d2.f1.f2.-r0.f0.r2.r2.-f0.-r1.-d0.-d0
198,-r0.d0.-r0.-f2.d0.r1.f0.-r1.f0.r0.-f2.f0.d1.-r1.-r1.-f2.-f2.r2.-d2.-d2.r2.d1.d0.d0
199,r0.-f2.d2.-r2.-f1.-d0.r0.f0.-r2.f2.-d0.f1.r0.-f0.d0.f0.-r1.-d0.-f2.d0.r1.-f1.-f0
200,d2.r0.f0.-d1.f0.d2.f2.f2.r2.r1.d1.-r1.-f1.r1.f0.r1.f0.-r1.-f0.d2.d2.f2.-d0.r2
201,-d0.f0.-r0.r1.-f2.-f2.d1.-f0.-r2.d1.-f0.-d2.-r2.-r2.-d0.f0.f0.-d2.-f0.-d2.-d2.f0.f0
202,d2.r2.d2.-f0.r2.-d0.-f1.d1.r2.f1.d2.r1.-f2.-d1.r1.-d1.-r1.d1.-r2.r0.-d0.-r1
203,-r0.f0.r0.-f0.-d2.f2.d0.f1.d1.f1.f1.d2.r1.d2.f2.r2.-r0.-d2.r0.-f2.d2.-f0.-d2
204,-f0.-r1.-f1.-r1.-d0.f0.r2.f0.d2.-f0.r2.-f1.-d1.f1.-d2.f0.-r1.f2.r1.-f0.-r2.d2.r2.f2
205,-f1.f0.-d2.-r0.-f1.r2.-d0.-f1.r0.d0.r0.r0.-d0.-r2.r0.d1.-f1.r2.-d2.-d0.-f2.-r2.f0
206,-f0.r2.r1.-d0.r0.-f2.f0.-d2.r1.-f2.d2.r0.d0.-r0.-d2.-r0.-f0.r1.d1.r2.f2.-r2
207,f2.-d2.f0.-r0.r2.f1.f1.-d2.f0.f0.f2.-r1.-d0.f0.-f1.r0.f1.d0.r0.-f1.-d1.f2.f2
208,-d1.f0.d2.-r0.-f1.r2.-f2.d0.r1.-f2.r0.-f2.-d0.-r0.-d1.f1.-d2.f2.r0.r0.d1.d2
209,d1.-f0.-d2.r2.r2.r1.d0.r2.f2.-d1.-f2.-d2.-r2.d2.-f0.-d1.r2.-r0.-f0.d2.f0
210,-d2.f0.d1.-f1.-d0.f1.-r2.-d0.-f1.-d2.d0.-r2.-f1.-d2.f2.f2.-r2.-f2.-r0.-d1.-d2.-r2
211,d2.-f2.-f2.-d2.-r0.d1.r1.f2.-r0.-f2.-r1.-f2.d1.r0.d0.-r2.-d0.-f0.d0.-r2.f0.r2.r1
212,-f2.-d2.f0.r0.-f0.-d2.f1.r1.-f0.r1.d2.f0.-d2.-r0.f1.d0.-d2.f0.-r0.-f0.d2.-r2.-f1.r2
213,d2.r2.-r0.-d1.r0.-f2.-r2.f0.d2.d0.-f1.-d0.-f0.d0.-r2.d2.r2.d1.f2.-f0.-d1
214,-f1.-r0.f1.r0.d2.-f1.r2.f2.d1.-d2.f0.-d2.f1.f1.-r2.d0.-d2.-r0.d2.-r1.-f0.d1.r1.r2
215,-r1.-f2.-r1.d0.-r0.-f2.r2.-d0.f1.-r0.d2.f1.-r1.f1.r0.-d0.r2.d2.d0.f1.d2.-f2.f1
216,-r2.-d0.-f1.-r2.-f0.-r1.-r1.d1.f2.r0.r0.-d2.r0.f0.-r2.d0.-r2.f1.r2.-d0.-f1.r0
217,f1.r0.-d2.f1.r1.-d2.r0.-f2.d1.-r2.f2.-r2.-f0.-r2.-r2.-f2.r0.-d2.r0.-f0.r2.r1.-f0
218,d0.-f1.f2.r0.r0.-f2.r1.-d0.r0.-d0.-f2.-r0.-d2.r1.-f1.r2.-d1.f0.-r1.-f1.r1.f2
219,-d2.r0.f1.-d0.f2.d1.-f0.d0.-f0.d1.-r2.f1.f1.-d1.-r0.-f1.-d2.r0.-d0.f1.d0
220,-d0.f2.d0.-r1.-f0.-r1.f0.-r0.-r0.f0.d0.r1.d1.f0.-f2.-d0.-f1.-r0.f2.r0.f1.r2
221,r2.r2.d2.r2.d0.-f1.-r2.-f0.-d1.f2.-d0.f0.r0.f0.-d0.r1.d0.-r2.-d0.-r2.-r2.d1.d2
222,-r1.-d0.f2.r0.-r1.-d1.-f0.-r2.d0.r2.f0.-r1.f0.r1.-d2.r2.-r0.d1.d2.f1.-r1.-f0
223,-d1.d0.-r1.-r1.f2.d2.-f1.r1.-f1.d0.-r0.r1.-d2.-r2.d2.r0.-f2.r1.r2.-f1.d1.f1.d0
224,r1.d0.f2.-d0.r0.-d0.f2.-d1.r2.-d0.-f1.-d2.f2.-r2.d0.-r1.-d1.-d2.d0.f1.r2.-d1
225,f0.d2.-r0.f1.r2.-f2.f1.-r2.-f1.d2.d2.-r2.d0.r2.-r0.d2.d2.r0.d0.r0.d1.-r0.f2
226,-r2.d2.f0.-r2.-d1.r0.-f1.-d0.f2.r1.-f1.-d1.r1.-d2.-f2.-r1.-d1.-d2.f2.-f1.-d0.-d0
227,r2.-d1.-f0.-f2.-d0.-f2.r1.d0.d0.-r1.-f2.r2.-d2.-f2.-r0.d0.-r0.-d0.r0.f2.-d2.f2.f2
228,r1.-d1.-f2.r0.d2.-r2.f2.r2.-r1.f2.r0.-d0.f0.-r0.d2.r1.d0.f0.r0.-f1.-f0.r2
229,-f0.r2.-d2.f0.-r1.f0.-d0.r0.f1.-f2.r2.-f0.d2.-f2.-r1.f1.-d0.-r2.f0.-r2.r1.d0.-f1
230,-r2.-f2.-r2.-d0.-r1.-r0.d0.-r0.-d1.-r0.d1.-d2.f0.-r2.-f0.-r0.f0.r2.-d0.-r1.-f1.d0
231,f1.-d0.-f2.r0.-r2.-d2.r2.-f0.r1.-d2.-d2.-f0.r1.f0.f0.r1.f2.-f0.-r2.-f1.-d1.f0.f2
232,-f0.-r2.-f0.r2.-d2.f1.r1.-d2.f2.-r1.-d0.f1.r1.-f2.-f2.-r1.-f1.r2.-f2.f1.r2.r2
233,-r2.d1.-f1.d2.f2.-r2.f2.d0.r0.-f1.r2.d1.-f2.-f1.-r2.-d1.r2.f1.-d0.-f1.-r2.r0.-d2
234,-d0.r0.d1.f2.-d1.-f1.-d2.r1.-d1.-r2.d2.r0.f0.r1.-f2.r0.-f1.r1.-d2.f1.d2.f2
235,-d2.f2.r2.d2.-f0.d1.-r1.f2.-f0.r2.-f0.-d1.-f0.-d2.-f2.r2.d0.d1.-f2.r1.-r0.f1.f2
236,-d2.-r1.f1.-d2.-r0.f1.-r2.-d2.-r2.f2.r0.d1.r2.d0.r1.-d0.-r2.d2.f0.d0.r0.r2
237,-d2.-f2.-d2.f2.r1.-d0.-r0.f0.-r0.-d2.f0.-d1.-r2.f0.r0.-f2.r2.f2.-r0.f2.-r2.-f1.d0
238,f0.d1.-f2.d2.-r1.-f2.-r1.-f0.r2.f0.-d1.r0.f2.-f1.-d2.f0.r1.d2.-r0.d0.f0.-f1
239,-d2.-f0.d1.r0.f2.d0.-f0.d1.-r1.-d2.d1.-f0.-d2.-f2.-d0.r1.-d2.-f1.d0.-r1.-f1.-f1.d0
240,-d2.-r0.f0.-r0.-f2.r1.d2.r1.-d0.-r0.d1.r0.d1.r1.-f1.f2.d0.-f0.d0.d0
241,-r2.f0.-r0.f0.-r1.-d2.-r0.f1.r2.d1.-f2.d0.-r0.-f1.r2.-d2.-r2.f1.f0.r1.-r0.f2.r2
242,-f2.-r2.d1.d1.-f1.-r2.d0.f2.d0.r1.d0.-r2.d0.r0.d1.-f2.d2.r2.r2.r1.-d0.-r0.f1.f2
243,-d1.-r0.-f0.-f0.-r2.f2.-d2.-f0.r0.-f0.r1.-r2.-f1.-r0.-f1.d1.-r0.r2.d1.d1.r0.d1.f2
244,-r2.-f2.-d1.r2.-d2.r1.-f2.r0.-f0.d0.d0.-r1.f1.-r2.d1.-f1.r1.-d1.-f0.-f1.r1.-f2
245,r1.-r2.-d1.-d1.f0.-d0.r2.-f1.d2.-r0.-f0.-d1.r2.f2.-r2.-d1.r1.r2.-f2.r2.d2
246,r2.-d2.-r0.-d2.-f1.f2.r0.d2.-r2.d0.-d1.-r2.-d1.f1.-f0.d1.-r2.d0.f0.d1.-d0.-f1
247,d2.-r0.d0.-d1.-f0.d0.f0.-r1.-f2.-d0.f0.-d0.-f1.d0.d0.-f1.d0.-f1.-d1.-d1.-r2.-d2.d0
248,r1.-d2.-r0.f0.d2.-r2.-f2.-d0.-f0.r2.-d1.-d1.-f0.r0.d0.-r2.-f1.-r0.-f1.d0.f0.d2
249,-f2.-d0.-d0.-f2.d2.-f2.d0.-r2.d1.-r0.-f2.d2.r0.f0.r2.r1.-d0.f2.d1.-d0.f2.d2.f1
250,-r0.-r0.-d2.r1.-d2.-f0.d2.r0.-r2.-f0.d1.r1.d0.-r2.-f1.d1.-r0.-d1.r0.f1.r2.-f1.-d2.f2
251,-d2.-f2.-d1.-r1.-d1.r2.f1.d2.-d1.r2.-f0.-r1.f0.r0.-d1.-r0.f2.f2.r2.-d0.-f0.-r2.-f0
252,r0.-d2.-f2.r0.r0.f0.r1.f1.-f2.d2.-f2.-r2.d1.-f2.d0.f1.d0.r0.-f0.-f1.-r2.-d1
253,-f0.d2.-f1.r2.f0.-d0.r2.-r0.-d2.r2.-r1.-d0.-f2.-r1.-f2.d2.r1.r1.d0.r1.r1.f2.r1
254,-f0.d0.f1.f1.-r2.-r2.-f1.f2.-d0.-r2.-d2.r1.-f0.-r1.d0.f0.d2.f0.-d2.r0.-f1.-f0
255,d2.f1.-f0.d2.-r2.f0.-d0.f2.r0.f0.d1.-d2.r0.-d2.-r1.d2.-r0.f0.-d0.r0.d1.-r0.-r2
256,-d2.-f0.r1.-d2.-d2.-r0.f0.d2.r2.-d2.-r0.f0.-r1.-f0.r1.-f0.-r0.-d1.-f1.-d2.f2.f2
257,r2.-d2.-f0.-f0.d2.-f0.-r2.-d0.-r1.-d0.-r2.-f1.r0.d2.-r2.-r2.f2.f1.r2.f0.-d0
258,f2.-d0.r1.-d0.d2.f1.r0.d1.-f2.r1.-d2.r1.-f1.-r0.f0.r0.d2.-d0.r0.r0.d0.-r1
259,-d1.-r1.f0.d1.r2.-r1.-f2.r2.d0.-d1.f1.-r2.f0.-r1.-r0.d2.-d1.-d1.f1.d1.-r0.d2.d0
260,d0.-r1.d0.f2.d0.-f1.r0.d1.r0.d1.f1.-f0.d1.-f1.d2.f2.-d0.r1.d0.r0
261,-d0.-d0.-f2.d2.-r2.-d1.r0.-f1.-d2.r0.f1.-d0.r0.f1.-d1.-d1.d0.r1.d1.r0.d2.-r0.-f0
262,-r2.f2.d2.-r1.d2.-r1.f2.-r0.-d2.f2.-r0.-d2.-f2.d2.d2.-f1.-d1.f1.-r1.-d2.-r0.r2
263,f2.r0.f0.-f2.d2.-f0.-r0.-f0.-d2.-f0.-r2.f1.d1.-f1.-r1.f1.d1.r0.d2.r2.r1
264,f0.-f2.d2.f1.r2.-r0.-d1.r2.f2.r0.f0.d1.-f2.f0.-f2.-d0.-f0.f2.-d1.f0.-d0.-f1.-r2.f2
265,-r2.f2.-d2.f2.-f0.-r2.f2.r2.f2.-d0.-f1.-d1.f2.d1.-r1.-d1.f2.-f0.-r2.r0.f2.-r0.f2
266,-r0.f2.d0.-f1.-r2.-f0.d0.-r0.d2.r1.d2.-f0.-d2.f2.-d1.f0.r2.d1.-f0.d0.-f1.f0
267,d2.-r1.-f0.-r1.-f2.-d0.-d0.f0.f0.-d2.-r1.-r1.f2.-d1.r2.-f1.-r0.f1.-f0.d1.r1.-f1.r2
268,r0.f1.-d1.f0.d0.r2.d0.-r1.-f1.-d1.-r0.f2.-d1.d0.-r0.-d0.-d0.r2.d0.-f2.r1.f2
269,d2.-f2.-f2.d0.-f1.-d1.f0.-d0.r2.f0.r1.-f2.-d1.d0.f2.-d0.r1.r0.f1.-d0.-r1.-f2.d0
270,-r2.-d0.-f1.d1.-r0.f1.d1.r1.d0.f2.r0.f1.r1.-d0.-f0.-d0.r1.-d0.-f0.-d0.f2.d2
271,-f0.d2.-r1.f2.-d0.-d1.-f0.r2.-r1.f0.-d1.-f2.r0.-f0.-r1.-r2.-d0.-f1.-d1.f1.d0
272,-r2.-f2.d0.r0.d2.-f2.d0.f1.r1.f2.r2.r0.f0.d2.r2.d1.r0.-f2.d0.-f2.-d0.f2
273,r1.-f0.-r2.-f2.d0.-f0.-r1.f2.d1.-r1.d0.-r2.f1.-d2.-r1.d2.-r0.-r1.-d0.r0.-f2.-f1.d0
274,-d0.r0.f2.d1.-f1.d0.-f0.-d1.f1.r0.-f2.d2.r1.-f1.-d0.-f0.r0.-d0.-r0.r2.-d1.f2
275,d0.-f0.-r2.-d1.-r2.-d2.-r1.-f0.-d0.d1.-r0.d2.-r1.-r2.-d2.-r0.d1.-r2.-d1.-d1.r2
276,d1.-d0.-r0.f1.-r1.r2.-f1.r1.-r0.-f2.f0.-d2.d1.f0.-d1.d0.-f0.-d0.d2.r0.-f2.-d0.-r0.d0
277,d1.r1.f1.d2.f2.r1.d0.r0.r0.-f1.f0.d0.f0.f0.-d0.r2.f0.-d0.f0.d0.-r0.-f0.-r0
278,-f0.-r2.f2.r2.f2.r1.-f2.-r2.d2.d2.f1.-r2.-f2.-d2.-r2.-f1.-r0.-f2.-r2.r0.f0.-r0
279,f1.-d0.-f2.-d0.r0.-d2.-f2.d2.-r1.-f0.-d0.-f1.d2.-r1.f1.-d1.r2.d2.-r2.d1.f0.-d1.f2
280,d0.-r1.-f2.-r0.-f1.d2.r0.-f1.r1.-f2.-d2.r1.-d2.-r2.-d2.-f0.-f0.r0.-f2.-r0.f0.-r0
281,d1.-r1.-f0.d2.-f0.-r2.d1.r0.d0.f0.-r1.-f2.-r0.d1.-r2.d2.-f2.f0.-r1.-d0.r1.-f0.f2
282,f2.-r2.-f2.-r0.-d1.r2.f2.r1.-r0.-r0.-f2.-r0.-f2.r1.-d1.f1.-r1.f0.-d1.f2.r0.d1
283,-d2.-r1.d1.f2.d1.d1.-r2.-f2.-d0.-r2.-r2.f0.r2.-f0.-d1.r1.-f1.-r0.-d1.-d2.-f0
284,-d2.-d2.r0.d1.-f0.d1.-r1.-d2.d0.d1.r1.f2.r1.-f1.-f1.d1.f1.-r0.f2.-r2.-d0.f2
285,-f1.r2.-d2.-r2.d0.r2.f0.d1.r0.d2.r1.-d2.-f2.-r1.-d2.d0.r2.d1.d2.r1.-f2.-r2.d0
286,-r0.f0.d2.r0.-r1.d1.-f0.f1.-r1.d2.-f0.-r0.f0.r0.f0.-r1.-f0.-d0.r1.-d0.-r2.-d1
287,-r2.r1.d2.f0.-d1.r2.-r1.-f1.d1.d1.f0.-r2.r1.-d1.-r1.-d0.-f2.f1.d0.f2.-f1.-r2.r1
288,-r1.-d1.-r2.-d2.-r0.-f1.-d1.-r0.f1.-d2.f0.-r0.d0.-r1.-f1.-r1.r0.d1.-r1.f2.-d2.r1
289,-f2.d1.r0.-d2.-r2.f2.-d0.r2.f2.-r1.d2.-f0.-d0.-f1.r0.f2.-d1.-f0.d2.f0.d1.-f0.r2
290,-f1.r2.d2.f2.-f1.-d2.f2.-d1.r0.-f0.d0.r2.-d2.-r0.-d0.-r1.f2.d1.-f2.d0.f2.d1
291,f0.-r1.-d1.r2.d2.-r0.f1.-r0.r1.-d0.-r2.-f1.f2.r2.r1.-d2.r0.-d2.f2.-d0.f1.d0.f1
292,r0.-d0.-r2.f0.r0.-d0.r0.-f1.-d2.f2.r1.d2.r0.-d2.-r2.f0.-r2.-f2.-r2.-f0.-r1.-d2
293,-d1.r0.-d1.-f0.f1.d1.-r0.f2.f2.-r2.d2.r0.d0.-f0.d2.-r2.f0.d2.d2.f1.-r2.f2.d1
294,d2.-r2.-f0.r1.-f2.f0.d2.-r2.-f1.-d0.f1.r2.r0.-f0.d2.-r0.f1.r0.-f2.r0.r2.-f2
295,f0.-r2.d1.-r1.r0.f0.d1.-r2.f1.d1.-f2.d0.f2.f2.d0.-r0.-r2.-f0.-r1.-f0.d1.-d2.r2
296,-r0.f2.-d0.r0.-f2.-d2.f0.-d2.-d1.-f1.r2.r1.-f1.f0.d1.r2.-d1.r2.f1.-d1.-d2.r2
297,r1.-f2.r0.f0.-d0.-r2.-d2.-f1.r2.f0.-d2.-r0.f0.-r1.f2.r1.-d2.-r1.-d0.-d1.f1.-r1.d2
298,f2.-f1.d0.-r2.-f1.-d0.f2.d1.r1.d0.-f2.-f2.d2.-d1.-f0.-f2.-d1.r1.-d2.-r0.r2.f2
299,-d0.r2.-r0.d1.-f1.-d2.r2.-d0.-r0.d0.-f2.-d0.f1.-r1.-d2.r1.-f0.-r2.-f0.d2.-r1.-d2.f0
300,r2.-d1.-r1.-f1.d0.f0.-d2.-f1.d2.r0.d0.r1.-d0.d2.-r0.f2.r2.-d0.f2.f1.r0.d0
301,f0.-r1.d2.d2.-r0.-d1.r2.-d0.-r0.d1.f1.r2.-d2.-r2.-f1.-f0.-r1.-f0.-f0.-d1.r0
302,-d1.-f2.d0.r0.f1.-r0.-d2.f2.-r2.d0.-r1.-f2.-d0.-f0.-r0.-d1.f0.-d1.-f1.d1.f1.f2
303,-d1.-f1.r1.-d0.-f1.-r2.d1.-d2.-r0.f2.d0.f1.-r2.f0.r1.-f0.d1.r1.-d1.f1.-d0
304,-f1.-r2.f0.r0.-f0.-r2.-f1.r0.f2.r1.-f2.r2.-f2.-d1.-r1.d2.d1.-f2.d0.-r2.-f2.r2
305,r0.d0.f1.r1.-f0.d1.-f0.d1.-d0.-f2.d0.r0.-d0.r0.-d2.-f2.d2.d0.f0.d0.-f0.d0.d0
306,-d0.r2.f0.f0.-d1.f2.-d0.-r2.d0.-f1.f2.-d2.-r2.f1.-d0.r1.d0.-r0.d0.-r0.-f1.-f2
307,r1.-f1.d0.f1.d0.f2.r2.d2.d2.-r1.d0.r1.f0.-f2.d1.-r0.d1.-f0.-f0.d1.f2.r2.f2
308,d0.-r2.-f0.-r0.f0.-d2.-r1.-f2.-d2.f2.-d1.-r1.-f0.-d2.d0.-r2.-f2.d0.f2.-r0.f2.r2
309,-r1.-f1.d2.-f1.d1.-f1.-r0.-r0.-d1.-r1.f2.d0.-r2.-d0.f1.r1.f2.r1.-f0.-r1.d0
310,d2.d2.-r2.-d0.r2.f2.-d0.r2.-f0.f1.-r2.f0.r1.-f1.-d1.-f2.r0.-f2.-d0.r2.f1.f0
311,-d0.-r2.f1.-d2.-r2.f1.f2.-f0.r0.f1.d1.f0.-d2.r1.-d2.f0.d2.f0.d2.-f0.-r1.d1.d2
312,d1.-r2.r0.-d2.r2.d0.-r1.d1.-f2.r1.f0.d2.f0.d2.-r0.f2.-r2.d2.-r0.d1.f2.r0.-f2.d2
313,-f2.-r0.-f2.f0.-r2.f1.-d2.r1.d1.-f0.-r2.d1.f0.r1.-f0.d1.r2.-d2.r0.d2.-f0.-f0.d0
314,-d2.-r1.-f0.-r0.f0.d0.f1.d1.r2.d2.r1.f1.d2.-r2.-f2.-r1.f1.d1.d2.r1.-d0.-r2
315,r1.-f1.f2.r0.-d1.-r1.d2.f2.-r0.f1.f2.-d2.-r2.f1.-r2.-f0.d2.d2.-r2.-d2.r0.-r2.d0
316,-d0.-r2.f0.d1.r0.-d0.f0.f0.-r2.-r1.-r1.-d0.-f0.r1.-d2.r1.-d2.-r1.d2.f0.-f1.d1.-r2.d0
317,f2.r0.f2.f2.-d1.-r1.d2.-r0.-d0.f0.r0.-f0.-d0.-r2.-f0.d1.-f0.-d1.f0.r2.-r1.-d0.d2
318,-d2.r1.d0.r0.-d0.-f0.d1.-r0.d1.f1.r1.-f0.d1.-r0.d2.r0.f1.f2.-r0.-d2.r2.f1
319,f2.-r2.-d2.d1.f2.-r1.d1.f0.d0.-r0.-f0.-r2.r0.d0.-f0.-r2.-f1.-r0.-r0.f0.f2
320,f1.r0.-d2.-r1.f2.-d2.-f2.r2.-r0.d2.f2.d2.f2.-d0.-r2.-f2.-d1.f1.-d1.r2
321,d0.-f2.-r0.d2.-d1.r2.-d2.r2.-d1.f2.-r0.f0.r1.d2.-d0.-r1.-r0.-f1.d0.r1.f1.r2.f2
322,d1.-f0.d1.-r1.f1.-d0.-f2.-d1.f2.-d2.f1.d2.r0.-f0.-d2.-f2.r0.d2.r1.-f2.-r1.-f0
323,-r1.d0.r2.r2.-f2.-r0.-f2.r2.f2.d0.-r0.d0.-f0.d1.-f0.-d1.-r2.d2.r0.-d2.-r2.-r2.f0
324,-d2.-r0.f0.-r0.-f0.-d1.r1.-f1.-r0.-f2.-r1.-f2.f1.-r1.-f1.-d0.r2.r2.-f0.-f2.-r2.f2
325,-f2.f1.-r1.-f2.r0.f2.-r0.f0.-r1.f0.-r1.-d1.-f1.-r1.-d2.r1.r2.-d2.f0.d1.-f0.-f0.-d0
326,d0.r0.-d0.r1.f0.-r2.-r2.f0.-d1.-f1.-d2.r0.d2.d2.-r0.f0.d2.-f1.-d2.-f0.-d1.-r1.r2.d0
327,-d1.-f1.r0.d0.d0.-f1.-d1.f0.-d0.-f1.-d0.f1.-d2.r2.-r0.d1.-f2.-d1.r1.-r0.-f0
328,-f1.r2.-d0.-f1.-d2.f2.f0.-d0.d2.f0.r0.d0.r1.f1.d1.-f2.r0.f2.d1.-d0.f0.f1
329,-d1.f2.-r1.f2.-d2.r2.-d2.d1.-r0.-d1.r1.-r2.f1.d1.r2.d1.-d0.-d0.-r2.d0.-f2.-f2.-r2
330,-f1.-r0.-d2.r2.-d2.f0.r0.d0.-f1.f0.r0.-r1.d0.f0.-r2.f2.f2.r0.f1.f2
331,-r2.-f0.f2.r1.-f2.r1.f1.-r0.f2.r2.f2.-r0.-r0.d2.f2.-d2.-f1.r2.-d0.-f0.-r0.f0.d0
332,-r2.d0.-d2.-f2.-d2.-r1.f0.r0.d1.f2.-d1.r1.-f0.-r2.r1.-d2.-f1.r2.-d1.f1.-d2.d0
333,-r0.-d1.f2.r2.d2.f2.f2.r0.-r2.-f1.r1.-f1.-d1.r2.-d0.r0.f0.d2.-f0.-r0.-d0.-f1.-d1
334,-d0.r0.-f0.-r1.d1.-r0.d0.-d2.f2.-r1.d0.f2.d1.-r0.r2.-f1.r2.f1.-r2.-r1.-f1.-r2
335,-d0.r0.-f1.-r1.-d1.r2.-f2.r0.f2.d0.r0.-d0.-r0.-d0.r2.-d0.f0.-r0.-r1.f2.-r2.-d2.f2
336,r0.-d1.-f2.r0.-d2.f1.d2.-r1.d1.f0.-d2.-d2.-f0.-f0.-d0.-f2.r1.f2.r2.d1.-f1.d0
337,r0.-d1.f0.-d1.-f2.d1.-r1.-d1.r1.r2.-f1.d2.-f0.-d2.-f2.d2.-f2.-f1.r1.f0.r0.r2.f1
338,-r1.-f0.-f0.-d0.r0.d2.f2.-d1.f1.r2.d2.r1.d2.-r1.-r1.d1.-f1.-d1.-d2.-r2.f2.d0
339,d0.-d1.-f0.-d2.-r0.-f2.-f1.-r1.-f2.-d0.f1.d2.-r2.-f2.-d2.r0.-r1.-f1.r1.-d2.r0.-r1.-d1
340,-d0.f0.d2.-r2.-f1.d0.-r1.f2.d0.d1.-r2.d0.r2.-d1.-r1.r0.d0.-r1.d1.-f2.-r1.-f2
341,-f0.d1.f1.-r0.f2.-f0.d0.r2.f1.-r1.d1.-r1.f1.-d0.-r0.-d2.r1.-f1.-r1.r2.f0.r1.r1
342,r2.f2.d2.f1.r0.r1.-d0.-f0.r1.f1.f1.-r0.-d0.r0.-d0.-f1.d2.f1.r0.-f1.d0.-f1
343,f1.d2.d2.-f2.-r2.d1.f0.-d1.-d1.-f1.d0.f1.-d2.r0.-f0.d1.r2.-f2.-d0.r2.f0.d0.-f0
344,d0.-d2.-f1.r0.d0.d0.f1.r1.-d2.-r2.-d2.r2.d1.-f2.-d2.-f2.-f2.d0.r0.f2.-d2.-f2.d0.d0
345,-d0.-f0.r0.-d1.f2.-d2.f0.d2.-f0.-r1.-f2.-r2.-f0.r2.d1.d0.f0.-d1.r0.f0.-d0.-r0.f2
346,-r0.-f1.-d2.r2.d2.f0.-r2.f1.-d0.r1.-r0.f2.-d0.f2.-f0.d1.f2.-r0.f1.-r1.r0.f1
347,-f2.r0.-r1.r0.d0.-f1.d0.-r0.-d0.-f0.-r1.-f2.d0.f0.-d1.f1.d2.f2.d0.d0.f2.-d0.-d0
348,-d1.-d0.r2.-f1.-r1.f2.-r0.-f0.f1.-r2.-d0.-f0.r2.-f0.r0.-d1.-r1.f1.-r2.f1.-d2.r1
349,d2.-f2.-d1.r1.d0.r2.-f0.r1.-d2.-f2.d1.-f1.-f0.-d1.-r2.d1.-d0.f2.d0.-f0.r1.-f2.d2
350,-d2.-d2.r2.f1.r2.-f0.d0.-f1.-f1.r2.f1.f2.-r0.-f0.-r1.r2.d0.-r0.-r2.-d2.-d2.f2
351,d1.-r0.-r0.f0.d0.f0.-f1.-d2.d0.r2.f0.-f1.-r2.r1.-d1.-f1.-r2.-d2.-d0.f1.-d2.-d2.f2
352,-f0.d1.-d2.-f2.-f2.d0.r2.-d1.-f0.d0.-r0.-f2.d2.f1.r1.-d2.-r1.-f2.-r2.-d2.f1.-f0
353,-f1.d1.-f0.r2.d0.f1.-d2.-f0.r1.f0.d0.-f2.d1.f0.-d2.r0.-r1.-f0.r2.r1.d0.-r2.f2
354,f2.d1.f2.-r1.-d0.-r1.f0.r2.d0.-f0.r2.-f1.-d2.-f0.f2.r2.f1.r0.-f1.-d1.r2.-r1
355,-d2.f0.-r1.-d1.f2.r0.d0.r2.-d0.-f2.-d1.f0.d2.-r1.-f2.-d0.-f1.d0.-f2.d2.-r0.r2.r1
356,r2.d2.r2.-f2.d0.-f2.-d2.-f2.-r1.-d0.f0.f1.-d0.d1.-r0.-d1.f0.-r1.d1.r0.f2.d0
357,r0.d2.r1.f1.r0.-d1.f1.-d0.-r0.-d0.-r2.-d0.f2.d2.-f2.r2.f2.-d2.-f0.d2.-f2.d2.d0
358,-d0.d1.r0.-d0.-f1.-r0.-d2.f1.-r0.d0.-r2.d2.d0.-r1.-r1.-f1.-r2.-d1.f0.r2.f2.d2
